ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
600373.SH,中文传媒,出版业,2021-06-30,1336092.8269,7.3304,0.9035,5.5781,67.3,银龟,133.61
600028.SH,中国石化,石油加工,2021-06-30,52787047.4057,7.4732,0.7048,4.5872,66.2,铜龟,5278.7
601088.SH,中国神华,煤炭开采,2021-06-30,38783350.9522,9.4654,1.0421,6.4549,61.9,铜龟,3878.34
600027.SH,华电国际,火力发电,2021-06-30,3392863.9686,8.0996,0.7015,4.2442,61.9,铜龟,339.29
600729.SH,重庆百货,百货,2021-06-30,1115920.6364,8.6541,2.1833,15.8804,61.2,不达标,111.59
001965.SZ,招商公路,路桥,2021-06-30,4460681.6304,10.6887,0.9133,6.3296,60.8,铜龟,446.07
601992.SH,金隅集团,水泥,2021-06-30,2872320.435,9.8099,0.6128,4.461,60.3,铜龟,287.23
600390.SH,五矿资本,多元金融,2021-06-30,2689843.1445,6.5692,0.6981,3.0602,59.2,不达标,268.98
600350.SH,山东高速,路桥,2021-06-30,2958867.0021,10.0035,1.0277,6.1789,58.7,铜龟,295.89
601019.SH,山东出版,出版业,2021-06-30,1197880.6,8.3711,1.0876,5.5749,58.3,铜龟,119.79
601098.SH,中南传媒,出版业,2021-06-30,1584072.0,10.5764,1.2068,7.1429,57.8,不达标,158.41
002124.SZ,天邦食品,农业综合,2021-06-30,1289274.0308,4.3496,1.6026,6.1137,57.4,不达标,128.93
600901.SH,江苏金租,多元金融,2021-06-30,1553057.9834,7.9336,1.2253,5.7692,56.9,不达标,155.31
600057.SH,厦门象屿,仓储物流,2021-06-30,1348408.8031,9.7053,0.9207,4.7928,53.6,铜龟,134.84
002157.SZ,正邦科技,农业综合,2021-06-30,3761962.9265,7.4492,1.7686,5.8165,50.6,不达标,376.2
600643.SH,爱建集团,多元金融,2021-06-30,1132101.8715,8.1387,0.9793,3.7025,49.8,不达标,113.21
000685.SZ,中山公用,水务,2021-06-30,1203690.8624,8.1685,0.8418,3.0637,49.6,不达标,120.37
601216.SH,君正集团,化工原料,2021-06-30,4294950.8515,8.1184,2.2234,5.8939,48.9,不达标,429.5
600997.SH,开滦股份,焦炭加工,2021-06-30,1190849.8883,8.7545,0.9692,3.7333,48.3,不达标,119.08
600985.SH,淮北矿业,煤炭开采,2021-06-30,2919466.5921,7.6152,1.3977,5.0907,48.3,不达标,291.95
601163.SH,三角轮胎,汽车配件,2021-06-30,1161600.0,10.6229,1.0822,5.1653,48.2,铜龟,116.16
000528.SZ,柳工,工程机械,2021-06-30,1209697.5183,7.6599,1.0555,3.4146,47.2,不达标,120.97
