ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
601636.SH,旗滨集团,玻璃,2024-12-31,1505451.6025,12.4758,1.1369,5.8264,44.8,不达标,150.55
603355.SH,莱克电气,家用电器,2024-12-31,1299004.8839,10.8199,2.906,6.6225,44.8,不达标,129.9
603688.SH,石英股份,矿物制品,2024-12-31,1556241.7243,13.5924,2.7102,13.215,44.7,不达标,155.62
600023.SH,浙能电力,火力发电,2024-12-31,7589342.7359,10.4572,1.0534,4.417,44.7,铜龟,758.93
600873.SH,梅花生物,食品,2024-12-31,2861347.1163,9.488,2.0124,5.9322,44.6,不达标,286.13
600269.SH,赣粤高速,路桥,2024-12-31,1310163.3349,10.523,0.7069,2.852,44.4,不达标,131.02
600033.SH,福建高速,路桥,2024-12-31,1064827.2,11.8244,0.9196,4.3814,43.9,铜龟,106.48
603565.SH,中谷物流,水运,2024-12-31,2058061.8409,12.5951,1.9964,7.3469,43.7,不达标,205.81
000651.SZ,格力电器,家用电器,2024-12-31,25458389.0928,8.2426,2.015,5.1622,43.6,不达标,2545.84
600801.SH,华新建材,水泥,2024-12-31,2515584.7353,12.4152,0.8699,4.3802,43.4,不达标,251.56
601512.SH,中新集团,园区开发,2024-12-31,1151147.52,11.4704,0.7949,3.5547,43.3,不达标,115.11
000623.SZ,吉林敖东,中成药,2024-12-31,2065311.3333,14.4456,0.7181,4.6323,42.9,不达标,206.53
688516.SH,奥特维,专用机械,2024-12-31,1364262.6439,8.6892,3.3665,5.2673,42.8,不达标,136.43
000719.SZ,中原传媒,出版业,2024-12-31,1162359.4589,9.5948,1.0565,3.6972,42.6,不达标,116.24
600096.SH,云天化,农药化肥,2024-12-31,4090553.1058,7.8038,1.9056,4.4566,40.4,不达标,409.06
002508.SZ,老板电器,家用电器,2024-12-31,2023269.5528,12.9532,1.8733,6.9994,40.2,不达标,202.33
