ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
600835.SH,上海机电,运输设备,2024-06-28,1177172.9435,11.9967,0.8898,7.5586,65.4,铜龟,117.72
600499.SH,科达制造,专用机械,2024-06-28,1616752.9376,8.0795,1.4372,8.0664,65.0,不达标,161.68
600998.SH,九州通,医药商业,2024-06-28,2460725.4742,11.4423,1.0435,7.7788,64.1,铜龟,246.07
002091.SZ,江苏国泰,商贸代理,2024-06-28,1108403.8251,7.3658,0.7624,4.4053,63.6,铜龟,110.84
000690.SZ,宝新能源,火力发电,2024-06-28,1109702.8096,10.3529,0.9493,6.4706,61.8,铜龟,110.97
600089.SH,特变电工,电气设备,2024-06-28,7008223.2544,8.7907,1.1186,6.1805,60.0,铜龟,700.82
601512.SH,中新集团,园区开发,2024-06-28,1142154.18,8.0635,0.7775,4.2257,59.6,铜龟,114.22
601006.SH,大秦铁路,铁路,2024-06-28,12577410.5386,11.1093,0.8361,5.7883,58.1,铜龟,1257.74
601216.SH,君正集团,化工原料,2024-06-28,3113628.4169,11.9512,1.2463,8.6721,57.8,不达标,311.36
601211.SH,国泰海通,证券,2024-06-28,12064554.9901,13.674,0.8266,6.8639,57.0,不达标,1206.46
601019.SH,山东出版,出版业,2024-06-28,2466715.8,10.3867,1.7765,8.0372,55.4,不达标,246.67
601717.SH,中创智领,专用机械,2024-06-28,2642596.1364,7.4797,1.3282,5.6757,54.7,不达标,264.26
603599.SH,广信股份,农药化肥,2024-06-28,1104156.7155,9.661,1.1373,5.8892,54.6,铜龟,110.42
002048.SZ,宁波华翔,汽车配件,2024-06-28,1053439.5874,10.014,0.8831,4.8825,54.3,铜龟,105.34
600655.SH,豫园股份,百货,2024-06-28,2006489.2613,10.7389,0.5614,3.6809,53.6,不达标,200.65
601688.SH,华泰证券,证券,2024-06-28,11187407.8168,9.4834,0.718,3.6549,52.9,不达标,1118.74
600018.SH,上港集团,港口,2024-06-28,13458235.6655,10.082,1.0958,5.3979,51.2,铜龟,1345.82
000778.SZ,新兴铸管,钢加工,2024-06-28,1388540.454,11.7615,0.5416,3.733,51.1,不达标,138.85
600997.SH,开滦股份,焦炭加工,2024-06-28,1089230.6978,12.2103,0.786,5.0058,50.8,不达标,108.92
600295.SH,鄂尔多斯,特种钢,2024-06-28,2776386.044,12.3842,1.4292,15.265,50.8,不达标,277.64
600325.SH,华发股份,区域地产,2024-06-28,1788898.8754,10.8606,0.7973,4.3789,50.7,铜龟,178.89
002555.SZ,三七互娱,互联网,2024-06-28,2894312.8867,11.5765,2.4182,7.8368,50.3,不达标,289.43
600566.SH,济川药业,中成药,2024-06-28,2923048.9189,9.7719,2.249,6.8741,49.9,不达标,292.3
002244.SZ,滨江集团,区域地产,2024-06-28,2258908.2641,8.5921,0.8718,3.4435,49.8,不达标,225.89
002459.SZ,晶澳科技,电气设备,2024-06-28,3706829.5074,9.3261,1.1443,4.9896,49.5,铜龟,370.68
600019.SH,宝钢股份,普钢,2024-06-28,14709705.5594,12.2323,0.745,4.6079,49.3,不达标,1470.97
