ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
000830.SZ,鲁西化工,化工原料,2022-12-30,2378478.5776,5.7604,1.3759,16.1421,73.7,不达标,237.85
601668.SH,中国建筑,建筑工程,2022-12-30,22770397.0343,3.9884,0.6299,4.6048,73.5,铜龟,2277.04
601000.SH,唐山港,港口,2022-12-30,1623704.4402,9.4005,0.8636,7.2993,73.1,银龟,162.37
601666.SH,平煤股份,煤炭开采,2022-12-30,2502748.4474,4.2553,1.2079,7.0305,72.3,不达标,250.27
600350.SH,山东高速,路桥,2022-12-30,2746683.8744,8.4114,0.9439,7.0065,72.0,银龟,274.67
000090.SZ,天健集团,建筑工程,2022-12-30,1020225.807,5.2309,1.0134,6.044,71.6,铜龟,102.02
600548.SH,深高速,路桥,2022-12-30,1958331.7527,7.2762,1.0822,6.9042,71.0,铜龟,195.83
600295.SH,鄂尔多斯,特种钢,2022-12-30,3036672.236,4.4029,1.5025,9.4047,70.0,不达标,303.67
600546.SH,山煤国际,煤炭开采,2022-12-30,2872578.9469,3.3492,2.1171,13.9199,70.0,不达标,287.26
601390.SH,中国中铁,建筑工程,2022-12-30,13762220.9665,4.5893,0.5565,3.5234,68.5,不达标,1376.22
600901.SH,江苏金租,多元金融,2022-12-30,1636877.2856,7.0514,1.0882,6.3861,68.1,铜龟,163.69
600273.SH,嘉化能源,化工原料,2022-12-30,1173428.1383,6.2679,1.2364,6.5668,67.5,不达标,117.34
603565.SH,中谷物流,水运,2022-12-30,2063170.1024,6.7674,2.3556,15.2236,67.4,不达标,206.32
600801.SH,华新建材,水泥,2022-12-30,3107160.9851,7.72,1.1389,6.7395,66.7,铜龟,310.72
000651.SZ,格力电器,家用电器,2022-12-30,18200703.3549,7.0756,1.9016,9.126,66.4,不达标,1820.07
002030.SZ,达安基因,医疗保健,2022-12-30,2183762.0258,3.6369,2.0138,7.1337,64.2,不达标,218.38
600325.SH,华发股份,区域地产,2022-12-30,1918147.9711,5.8955,1.102,5.0773,62.5,铜龟,191.81
600507.SH,方大特钢,特种钢,2022-12-30,1403746.7442,8.3724,1.7607,18.4385,62.1,不达标,140.37
600104.SH,上汽集团,汽车整车,2022-12-30,16835867.827,10.002,0.6171,4.6609,60.9,铜龟,1683.59
600639.SH,浦东金桥,园区开发,2022-12-30,1245878.3112,5.9771,1.0262,4.5045,60.9,铜龟,124.59
600153.SH,建发股份,仓储物流,2022-12-30,4102058.456,6.5217,0.9479,4.3975,60.8,铜龟,410.21
601019.SH,山东出版,出版业,2022-12-30,1310573.2,8.379,1.0258,5.5732,60.1,铜龟,131.06
000002.SZ,万科Ａ,全国地产,2022-12-30,21167891.2372,9.2494,0.8779,5.3231,60.0,银龟,2116.79
601928.SH,凤凰传媒,出版业,2022-12-30,2015560.8,8.3407,1.2119,6.3131,59.6,不达标,201.56
