ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
600269.SH,赣粤高速,路桥,2025-06-30,1181715.9491,8.977,0.6321,3.3597,55.2,不达标,118.17
688516.SH,奥特维,专用机械,2025-06-30,1049180.2333,9.7029,2.924,7.3908,53.6,不达标,104.92
600096.SH,云天化,农药化肥,2025-06-30,4005110.636,7.7574,1.9153,6.3723,53.3,不达标,400.51
600295.SH,鄂尔多斯,特种钢,2025-06-30,2437734.1172,12.4414,1.1489,6.8886,51.7,不达标,243.77
600566.SH,济川药业,中成药,2025-06-30,2426847.0533,11.4117,1.8357,7.9174,51.4,不达标,242.68
601717.SH,中创智领,专用机械,2025-06-30,2967334.6837,7.4547,1.3217,5.0546,50.9,不达标,296.73
600023.SH,浙能电力,火力发电,2025-06-30,7106628.357,10.1339,0.9504,4.717,50.8,铜龟,710.66
601163.SH,三角轮胎,汽车配件,2025-06-30,1124000.0,11.5325,0.8258,4.7687,50.2,铜龟,112.4
000581.SZ,威孚高科,汽车配件,2025-06-30,1840942.0389,12.5677,0.9746,5.8981,49.9,不达标,184.09
601318.SH,中国平安,保险,2025-06-30,101030381.5996,8.6414,1.1097,4.5524,49.9,铜龟,10103.04
600801.SH,华新建材,水泥,2025-06-30,2461530.8484,9.9547,0.8336,3.8851,49.4,不达标,246.15
600639.SH,浦东金桥,园区开发,2025-06-30,1188635.2537,13.5564,0.8246,5.3824,47.6,不达标,118.86
600998.SH,九州通,医药商业,2025-06-30,2591829.7003,8.817,1.018,3.8478,47.4,不达标,259.18
002572.SZ,索菲亚,家居用品,2025-06-30,1349229.0768,11.0812,2.075,7.1378,47.3,不达标,134.92
000683.SZ,博源化工,化工原料,2025-06-30,1781276.0097,11.2646,1.2996,6.263,46.9,不达标,178.13
600256.SH,广汇能源,石油开采,2025-06-30,3910625.4947,13.7341,1.4388,11.6279,46.1,不达标,391.06
001872.SZ,招商港口,港口,2025-06-30,4967995.6447,10.8701,0.8176,3.7016,45.6,不达标,496.8
603355.SH,莱克电气,家用电器,2025-06-30,1285746.3256,10.8372,2.5359,6.6908,45.1,不达标,128.57
002532.SZ,天山铝业,铝,2025-06-30,3865716.7799,8.0642,1.4341,4.7726,43.6,不达标,386.57
600282.SH,南钢股份,普钢,2025-06-30,2589338.2246,11.3305,0.9926,4.4048,43.5,铜龟,258.93
600737.SH,中粮糖业,食品,2025-06-30,2021211.5755,13.9399,1.7326,8.7831,43.5,不达标,202.12
600273.SH,嘉化能源,化工原料,2025-06-30,1147920.0756,10.699,1.1379,4.7163,43.3,铜龟,114.79
600098.SH,广州发展,火力发电,2025-06-30,2191441.7925,12.6186,0.8496,4.32,42.9,不达标,219.14
601688.SH,华泰证券,证券,2025-06-30,16077625.3625,9.6259,0.9629,3.2573,42.4,不达标,1607.76
