ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
600548.SH,深高速,路桥,2023-06-30,1958331.7527,9.5811,1.1538,12.049,68.4,铜龟,195.83
600873.SH,梅花生物,食品,2023-06-30,2628479.5091,6.4927,2.445,9.1093,68.4,不达标,262.85
600282.SH,南钢股份,普钢,2023-06-30,2077635.6707,11.4064,0.838,7.4184,68.0,铜龟,207.76
000933.SZ,神火股份,铝,2023-06-30,2926282.5917,4.0819,1.9021,7.6923,67.9,不达标,292.63
601006.SH,大秦铁路,铁路,2023-06-30,11252295.8788,9.4682,0.8616,6.3419,66.5,银龟,1125.23
600820.SH,隧道股份,建筑工程,2023-06-30,1889601.7525,6.3812,0.683,3.827,65.4,不达标,188.96
601168.SH,西部矿业,铜,2023-06-30,2504533.0,7.4203,1.8547,13.3206,65.3,不达标,250.45
600901.SH,江苏金租,多元金融,2023-06-30,1753063.9394,7.0815,1.1324,6.0533,64.4,铜龟,175.31
600389.SH,江山股份,农药化肥,2023-06-30,1053273.0038,7.9658,3.0878,9.2784,63.4,不达标,105.33
601866.SH,中远海发,水运,2023-06-30,3353256.8372,11.3951,1.155,9.1595,62.4,铜龟,335.33
603565.SH,中谷物流,水运,2023-06-30,2268068.1512,8.3145,2.3641,8.8839,62.3,不达标,226.81
000651.SZ,格力电器,家用电器,2023-06-30,20560262.3604,8.3536,2.0169,8.1162,62.2,不达标,2056.03
601186.SH,中国铁建,建筑工程,2023-06-30,13375848.3775,4.9671,0.5678,2.4975,61.3,不达标,1337.58
600273.SH,嘉化能源,化工原料,2023-06-30,1320632.385,9.4387,1.3953,7.9167,61.1,不达标,132.06
600740.SH,山西焦化,焦炭加工,2023-06-30,1314368.152,5.9137,0.8945,3.8986,60.8,不达标,131.44
601857.SH,中国石油,石油开采,2023-06-30,136716670.43,8.8808,0.999,5.657,59.8,银龟,13671.67
601318.SH,中国平安,保险,2023-06-30,84495488.5765,8.3273,0.9589,5.1658,59.6,银龟,8449.55
002756.SZ,永兴材料,小金属,2023-06-30,3375314.7419,5.2416,3.0306,6.143,57.6,不达标,337.53
600639.SH,浦东金桥,园区开发,2023-06-30,1392914.4002,6.7979,0.9731,4.029,56.7,铜龟,139.29
