ts_code,stock_name,industry,trade_date,total_mv,pe_ttm,pb,dv,tier_score,tier_rating,total_mv_yi
000778.SZ,新兴铸管,钢加工,2020-06-30,1368871.9004,8.9039,0.6346,5.8309,71.8,银龟,136.89
601006.SH,大秦铁路,铁路,2020-06-30,10466221.2097,8.5551,0.8997,6.8182,71.6,银龟,1046.62
601601.SH,中国太保,保险,2020-06-30,26095598.7125,8.5141,1.0909,7.4628,70.3,铜龟,2609.56
000830.SZ,鲁西化工,化工原料,2020-06-30,1092786.1404,8.1244,1.0427,6.7024,68.0,铜龟,109.28
601216.SH,君正集团,化工原料,2020-06-30,2143256.4171,8.9379,1.2862,13.7795,66.6,不达标,214.33
600704.SH,物产中大,仓储物流,2020-06-30,2131178.6388,8.7445,0.8694,5.9382,66.0,银龟,213.12
600548.SH,深高速,路桥,2020-06-30,1993224.078,10.4949,1.0926,7.7681,65.7,铜龟,199.32
600507.SH,方大特钢,特种钢,2020-06-30,1119575.3405,7.4036,1.6216,21.9834,65.3,不达标,111.96
600057.SH,厦门象屿,仓储物流,2020-06-30,1182284.8386,10.6747,0.8903,6.7228,64.2,铜龟,118.23
601668.SH,中国建筑,建筑工程,2020-06-30,20017339.1107,4.9309,0.7842,3.8784,64.0,不达标,2001.73
600325.SH,华发股份,区域地产,2020-06-30,1494757.0489,5.2861,1.0601,4.9585,62.9,铜龟,149.48
601000.SH,唐山港,港口,2020-06-30,1321482.0809,7.5,0.7764,4.0359,60.3,铜龟,132.15
000090.SZ,天健集团,建筑工程,2020-06-30,1291164.8949,5.9911,1.3234,5.4993,58.6,不达标,129.12
601298.SH,青岛港,港口,2020-06-30,3686944.8,9.6913,1.1761,6.6849,58.6,铜龟,368.69
002233.SZ,塔牌集团,水泥,2020-06-30,1434306.8442,8.7907,1.5211,7.0126,54.1,不达标,143.43
600483.SH,福能股份,新型电力,2020-06-30,1278032.7589,11.1825,0.9197,5.5855,54.0,铜龟,127.8
600340.SH,华夏幸福,园区开发,2020-06-30,6883289.81,4.7356,1.4434,5.2346,53.3,不达标,688.33
600655.SH,豫园股份,百货,2020-06-30,3441013.1001,10.9886,1.1331,6.31,53.1,铜龟,344.1
601326.SH,秦港股份,港口,2020-06-30,1402440.412,13.1614,0.9755,6.6534,52.9,不达标,140.24
600023.SH,浙能电力,火力发电,2020-06-30,4773842.1858,12.6108,0.7466,5.1282,51.4,不达标,477.38
000825.SZ,太钢不锈,特种钢,2020-06-30,1891154.2683,9.8314,0.6008,3.012,51.0,不达标,189.12
603156.SH,养元饮品,软饮料,2020-06-30,2720811.24,11.4764,2.5423,7.7519,50.1,不达标,272.08
002244.SZ,滨江集团,区域地产,2020-06-30,1328586.541,8.7599,0.8085,3.0913,48.8,不达标,132.86
600025.SH,华能水电,水力发电,2020-06-30,6822000.0,14.5571,1.2505,7.9801,48.8,不达标,682.2
000789.SZ,万年青,水泥,2020-06-30,1026219.9236,7.3128,2.1565,5.439,48.6,不达标,102.62
601019.SH,山东出版,出版业,2020-06-30,1304312.5,8.904,1.2812,5.12,47.7,不达标,130.43
600177.SH,雅戈尔,服饰,2020-06-30,2758885.7719,6.4889,1.1949,3.3557,46.6,不达标,275.89
000537.SZ,绿发电力,新型电力,2020-06-30,1359640.1256,4.3806,0.9546,1.7808,46.4,不达标,135.96
000581.SZ,威孚高科,汽车配件,2020-06-30,2086509.7788,9.8011,1.2922,5.2232,45.1,不达标,208.65
002458.SZ,益生股份,农业综合,2020-06-30,1498546.9799,7.531,4.6375,4.9844,44.8,不达标,149.85
600064.SH,南京高科,园区开发,2020-06-30,1201350.0951,7.584,0.9651,2.572,44.6,不达标,120.14
002440.SZ,闰土股份,染料涂料,2020-06-30,1051557.0,7.8479,1.2223,3.8293,44.4,不达标,105.16
600027.SH,华电国际,火力发电,2020-06-30,3373138.0153,8.8247,0.7267,1.9298,43.8,不达标,337.31
