ts_code,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,end_date,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,ann_date,UPDATE_DATE,CURRENCY,DEPOSIT_IOFI_OTHER,CUSTOMER_DEPOSIT_ADD,IOFI_ADD,LOAN_PBC_ADD,PBC_IOFI_REDUCE,DEPOSIT_PBC_REDUCE,DEPOSIT_IOFI_REDUCE,BORROW_REPO_ADD,BORROW_FUND_ADD,SELL_REPO_ADD,LEND_RESALE_REDUCE,LEND_FUND_REDUCE,BUY_RESALE_REDUCE,NET_CD,TRADE_FINLIAB_ADD,TRADE_FINASSET_REDUCE,RECEIVE_INTEREST_COMMISSION,RECEIVE_INTEREST,RECEIVE_COMMISSION,DISPOSAL_MORTGAGE_ASSET,WITHDRAW_WRITEOFF_LOAN,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,c_fr_sale_sg,LOAN_ADVANCE_ADD,LOAN_PBC_REDUCE,PBC_IOFI_ADD,DEPOSIT_PBC_ADD,DEPOSIT_IOFI_ADD,INTERBANK_OTHER_REDUCE,ISSUED_CD_REDUCE,LEND_RESALE_ADD,LEND_FUND_ADD,BUY_RESALE_ADD,BORROW_REPO_REDUCE,BORROW_FUND_REDUCE,SELL_REPO_REDUCE,TRADE_FINASSET_ADD,TRADE_FINLIAB_REDUCE,PAY_INTEREST_COMMISSION,PAY_INTEREST,PAY_COMMISSION,PAY_STAFF_CASH,PAY_ALL_TAX,BUY_FIN_LEASE,ACCOUNTS_RECE_ADD,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,total_oper_outflow,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,n_cashflow_act,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,RECEIVE_DIVIDEND_PROFIT,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_JOINT,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,INVEST_PAY_CASH,c_pay_acq_const_fiam,OBTAIN_SUBSIDIARY_OTHER,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,n_cashflow_inv_act,ISSUE_BOND,ISSUE_SUBBOND,ISSUE_OTHER_BOND,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,ISSUE_CD,RECEIVE_ADD_EQUITY,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,PAY_BOND_INTEREST,ISSUE_SHARES_EXPENSE,ASSIGN_DIVIDEND_PORFIT,PAY_OTHER_FINANCE,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,n_cash_flows_fnc_act,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,n_incr_cash_cash_equ,c_cash_equ_beg_period,END_CCE_OTHER,END_CCE_BALANCE,c_cash_equ_end_period,NETPROFIT,ASSET_IMPAIRMENT,PROVISION_INVEST_IMPAIRMENT,TRANSFER_INVEST_IMPAIRMENT,PROVISION_LOAN_IMPAIRMENT,OTHER_ASSET_IMPAIRMENT,PROVISION_PREDICT_LIAB,FA_IR_DEPR,FIXED_ASSET_DEPR,IA_LPE_AMORTIZE,IA_AMORTIZE,LPE_AMORTIZE,LONGASSET_AMORTIZE,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,RECEIVE_WRITEOFF,INVEST_LOSS,EXCHANGE_LOSS,BOND_INTEREST_EXPENSE,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,INVENTORY_REDUCE,LOAN_REDUCE,DEPOSIT_ADD,LEND_ADD,FINASSET_REDUCE,FINLIAB_ADD,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,FBOPERATE_NETCASH_OTHER,FBOPERATE_NETCASH_BALANCE,FBNETCASH_OPERATE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,FBCCE_ADD_OTHER,FBCCE_ADD_BALANCE,FBCCE_ADD,CREDIT_IMPAIRMENT_INCOME,OPINION_TYPE,OSOPINION_TYPE,DEPOSIT_IOFI_OTHER_YOY,CUSTOMER_DEPOSIT_ADD_YOY,IOFI_ADD_YOY,LOAN_PBC_ADD_YOY,PBC_IOFI_REDUCE_YOY,DEPOSIT_PBC_REDUCE_YOY,DEPOSIT_IOFI_REDUCE_YOY,BORROW_REPO_ADD_YOY,BORROW_FUND_ADD_YOY,SELL_REPO_ADD_YOY,LEND_RESALE_REDUCE_YOY,LEND_FUND_REDUCE_YOY,BUY_RESALE_REDUCE_YOY,NET_CD_YOY,TRADE_FINLIAB_ADD_YOY,TRADE_FINASSET_REDUCE_YOY,RECEIVE_INTEREST_COMMISSION_YOY,RECEIVE_INTEREST_YOY,RECEIVE_COMMISSION_YOY,DISPOSAL_MORTGAGE_ASSET_YOY,WITHDRAW_WRITEOFF_LOAN_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,LOAN_ADVANCE_ADD_YOY,LOAN_PBC_REDUCE_YOY,PBC_IOFI_ADD_YOY,DEPOSIT_PBC_ADD_YOY,DEPOSIT_IOFI_ADD_YOY,INTERBANK_OTHER_REDUCE_YOY,ISSUED_CD_REDUCE_YOY,LEND_RESALE_ADD_YOY,LEND_FUND_ADD_YOY,BUY_RESALE_ADD_YOY,BORROW_REPO_REDUCE_YOY,BORROW_FUND_REDUCE_YOY,SELL_REPO_REDUCE_YOY,TRADE_FINASSET_ADD_YOY,TRADE_FINLIAB_REDUCE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_INTEREST_YOY,PAY_COMMISSION_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,BUY_FIN_LEASE_YOY,ACCOUNTS_RECE_ADD_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,RECEIVE_DIVIDEND_PROFIT_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_JOINT_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,INVEST_PAY_CASH_YOY,CONSTRUCT_LONG_ASSET_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ISSUE_BOND_YOY,ISSUE_SUBBOND_YOY,ISSUE_OTHER_BOND_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,ISSUE_CD_YOY,RECEIVE_ADD_EQUITY_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,PAY_BOND_INTEREST_YOY,ISSUE_SHARES_EXPENSE_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,PAY_OTHER_FINANCE_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,PROVISION_INVEST_IMPAIRMENT_YOY,TRANSFER_INVEST_IMPAIRMENT_YOY,PROVISION_LOAN_IMPAIRMENT_YOY,OTHER_ASSET_IMPAIRMENT_YOY,PROVISION_PREDICT_LIAB_YOY,FA_IR_DEPR_YOY,FIXED_ASSET_DEPR_YOY,IA_LPE_AMORTIZE_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,LONGASSET_AMORTIZE_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,RECEIVE_WRITEOFF_YOY,INVEST_LOSS_YOY,EXCHANGE_LOSS_YOY,BOND_INTEREST_EXPENSE_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,LOAN_REDUCE_YOY,DEPOSIT_ADD_YOY,LEND_ADD_YOY,FINASSET_REDUCE_YOY,FINLIAB_ADD_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,FBOPERATE_NETCASH_OTHER_YOY,FBOPERATE_NETCASH_BALANCE_YOY,FBNETCASH_OPERATE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,FBCCE_ADD_OTHER_YOY,FBCCE_ADD_BALANCE_YOY,FBCCE_ADD_YOY,CREDIT_IMPAIRMENT_INCOME_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
601288.SH,601288,农业银行,10008271,银行,2025-09-30,三季报,2025三季报,058001001,2025-10-31,2025-10-31 00:00:00,CNY,3546795000000.0,,,239694000000.0,,,,630491000000.0,1165000000.0,629326000000.0,,,,,,,660017000000,,,,,135053000000,,0.0,5212050000000,2093891000000.0,,227090000000.0,,,,,67505000000.0,34857000000.0,32648000000.0,,,,2587000000.0,,470618000000.0,,,119563000000,79686000000,,,116982000000,,0.0,3177922000000,,0.0,2034128000000,3027231000000.0,300574000000.0,,8325000000.0,65000000.0,,,0.0,3336195000000,4518534000000,19580000000,,,6083000000.0,0.0,4544197000000,,0.0,-1208002000000,3450107000000.0,,,,,,,,50000000000.0,0.0,3500107000000.0,,84039000000.0,,181717000000.0,,124005000000.0,0.0,3245993000000.0,,0.0,254114000000.0,6528000000.0,,0.0,1086768000000,1846612000000.0,,0.0,2933380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.497876647,,,3134.7368421053,,,,,,,,,,,,,-9.797637579,,,,,-32.9472278353,,,7.1674427939,1.1520044985,,,,,,,,,,,,,,,4.6466587062,,,6.6270110227,-15.4264972777,,,-52.5329784256,,,6.338933051,,,8.4879838718,-3.9175296343,9.3012261997,,11.1185264282,,,,,-2.8239979238,-12.8474286954,10.3471596032,,,193.156626506,,-12.6862158571,,,31.8012733043,18.1412809473,,,,,,,,-50.0,,15.8851884385,,-1.1131376125,,0.1488037829,,0.3642102707,,13.7345843931,,,52.7898698862,342.4962852897,,,306.5617436131,-26.5095862062,,,5.5160516138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2025-06-30,中报,2025中报,058001001,2025-08-30,2025-08-30 00:00:00,CNY,2632234000000.0,,,97478000000.0,,,,451837000000.0,3352000000.0,448485000000.0,,,,,,,449812000000,,,,,76492000000,,0.0,3707853000000,1831300000000.0,,227768000000.0,,,,,31928000000.0,20945000000.0,10983000000.0,,,,23790000000.0,,328971000000.0,,,84430000000,56932000000,,,116930000000,,0.0,2702049000000,,0.0,1005804000000,2020659000000.0,196495000000.0,,2151000000.0,45000000.0,,,0.0,2219350000000,2589702000000,8330000000,,,4900000000.0,0.0,2602932000000,,0.0,-383582000000,2249575000000.0,,,,,,,,50000000000.0,0.0,2299575000000.0,,57504000000.0,,107449000000.0,,87377000000.0,0.0,1995677000000.0,,0.0,303898000000.0,7576000000.0,,0.0,933696000000,1846612000000.0,,0.0,2780308000000.0,139943000000.0,,,,,,,,,2124000000.0,1856000000.0,268000000.0,,-406000000.0,,-4992000000.0,,-17646000000.0,-3033000000.0,36058000000.0,4904000000.0,,,,,,,,,-2208536000000.0,3131790000000.0,,-172357000000.0,0.0,1005804000000.0,,,,,2780308000000.0,1846612000000.0,,,,0.0,933696000000.0,97955000000.0,,,67.4461891567,,,,,,,1382.3075913654,-80.1115462205,3190.9084238333,,,,,,,-9.641649709,,,,,-58.0656656196,,,30.3789331922,3.5050297126,,,,,,,2131.1670160727,,667.5052410901,,,,,,-0.1635762192,,,7.3312739153,-25.7043677981,,,-57.5105923735,,,5.8578858189,,,245.1863545885,8.0279776059,13.5185880586,,67.9156908665,,,,,8.5324656018,-26.478109106,22.2842043453,,,,,-26.2451451008,,,74.1572935299,11.72460889,,,,,,,,-50.0,,8.8041163946,,0.2248366013,,-25.807698947,,3680.9173517958,,7.6103508148,,,17.3532591906,1802.4719101124,,,199.9246575342,-26.5095862062,,,76.1556080022,2.5268509971,,,,,,,,,13.5221806521,12.8267477204,18.5840707965,,6.880733945,,5.5975794251,,-531.5676449535,43.8852913969,2.7088614806,276.6513056836,,,,,,,,,-50.5944924977,88.3132149783,,-3.2084024455,,245.1863545885,,,,,76.1556080022,-26.5095862062,,,,,199.9246575342,-3.0129309491,,
601288.SH,601288,农业银行,10008271,银行,2025-03-31,一季报,2025一季报,058001001,2025-04-30,2025-04-30 00:00:00,CNY,1140072000000.0,,,,,,,235926000000.0,64133000000.0,171793000000.0,6015000000.0,,6015000000.0,,,,225371000000,,,,,30999000000,,0.0,1638383000000,1284220000000.0,173209000000.0,557542000000.0,,,,,3851000000.0,3851000000.0,,,,,12854000000.0,,187014000000.0,,,48414000000,35908000000,,,104201000000,,0.0,2407213000000,,0.0,-768830000000,895929000000.0,94091000000.0,,1812000000.0,45000000.0,,,0.0,991877000000,1132493000000,5201000000,,,,0.0,1137694000000,,0.0,-145817000000,1172345000000.0,,,,,,,,,0.0,1172345000000.0,,27060000000.0,,72571000000.0,,1244000000.0,0.0,797923000000.0,,0.0,374422000000.0,3206000000.0,,0.0,-537019000000,1846612000000.0,,0.0,1309593000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.4178355301,,,,,,,936.763930392,2109.9586492074,765.2815553541,-35.4890604891,,-35.4890604891,,,,-11.3633860869,,,,,-70.8307848654,,,-37.443017917,3.1343785813,1111.7601790961,,,,,,-74.0882788319,-74.0882788319,,,,,,,1.3691947444,,,5.6774278043,-36.4831160561,,,-62.0093991199,,,31.1502499098,,,-198.1197427648,21.1243556309,10.3486694735,,-34.347826087,350.0,,,,19.8332999079,-43.6425687602,-10.0173010381,,,,,-43.5461277263,,,87.7211803471,41.3483948054,,,,,,,,,,34.8451405048,,-0.6607929515,,134.6981016138,,10.8734402852,,-1.0096010103,,,491.1304073255,289.0330188679,,,-56.866233182,-26.5095862062,,,-39.6607419059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2024-12-31,年报,2024年报,058001001,2025-03-29,2025-03-29 00:00:00,CNY,2350959000000.0,,,,1031292000000.0,,,514732000000.0,,514732000000.0,31502000000.0,31502000000.0,,,,11618000000.0,969434000000,,,,,199955000000,,0.0,5109492000000,2287948000000.0,278100000000.0,,,,,,10515000000.0,,10515000000.0,18415000000.0,18415000000.0,,,,582729000000.0,,,153840000000,118240000000,,,306663000000,,0.0,3756450000000,,0.0,1353042000000,4157585000000.0,357544000000.0,,7060000000.0,,,,0.0,4522189000000,6739427000000,24223000000,,,2076000000.0,0.0,6765726000000,,0.0,-2243537000000,3603148000000.0,,,,,,,,140000000000.0,0.0,3743148000000.0,,110246000000.0,,210474000000.0,,124850000000.0,0.0,3517520000000.0,,0.0,225628000000.0,-1246000000.0,,0.0,-666113000000,2512725000000.0,,0.0,1846612000000.0,282671000000.0,,,,,,,,,4048000000.0,3538000000.0,510000000.0,,-694000000.0,,-7992000000.0,,-4011000000.0,-4734000000.0,71243000000.0,606000000.0,,,,,,,,,-1506726000000.0,2728081000000.0,,-340290000000.0,0.0,1353042000000.0,,,,,1846612000000.0,2512725000000.0,,,,0.0,-666113000000.0,130840000000.0,标准无保留意见,,-51.9592134579,,,,,,,396.2085353745,,815.3557519606,122.8809961794,,,,,,-0.9032271254,,,,,114.7905857583,,,-18.9749936093,-18.9887813908,,,,,,,-76.7083840957,,,,,,,,7.4961307377,,,6.4901982501,21.0309742666,,,94.3611357587,,,-16.1653781279,,,-25.8721666022,84.6391782337,19.1837170077,,54.5534150613,,,,,76.8926171346,74.6712195628,-15.9711381691,,,323.6734693878,,74.0304918091,,,-68.5340446677,7.8160266743,,,,,,,,233.3333333333,,10.6150491395,,22.8039298683,,13.3799478549,,2469.4587363655,,14.3350839151,,,-26.610720791,-122.3417608033,,,-182.5324746126,47.3192064178,,,-26.5095862062,4.7628048329,,,,,,,,,18.8490898415,18.8045668234,19.1588785047,,31.6256157635,,-160.325732899,,-42.284498049,23.4970911441,19.6396184591,105.0420168067,,,,,,,,,58.5109467585,-48.5517987666,,-17.7298879405,,-25.8721666022,,,,,-26.5095862062,47.3192064178,,,,,-182.5324746126,-3.5864030595,,
601288.SH,601288,农业银行,10008271,银行,2024-09-30,三季报,2024三季报,058001001,2024-10-31,2025-10-31 00:00:00,CNY,3097695000000.0,,,7410000000.0,792765000000.0,,,,,,13577000000.0,9586000000.0,3991000000.0,,,18897000000.0,731707000000,,,,,201413000000,,0.0,4863464000000,2070044000000.0,,,,,,,,,,15917000000.0,7817000000.0,8100000000.0,,,449721000000.0,,,112132000000,94221000000,,,246449000000,,0.0,2988484000000,,0.0,1874980000000,3150659000000.0,274996000000.0,,7492000000.0,,,,0.0,3433147000000,5184625000000,17744000000,,,2075000000.0,0.0,5204444000000,,0.0,-1771297000000,2920323000000.0,,,,,,,,100000000000.0,0.0,3020323000000.0,,84985000000.0,,181447000000.0,,123555000000.0,0.0,2854007000000.0,,0.0,166316000000.0,-2692000000.0,,0.0,267307000000,2512725000000.0,,0.0,2780032000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5937156801,,,-95.5765419423,,,,,,,,,,,,,-0.7246475128,,,,,97.1563934651,,,-4.2326206568,-17.9309849936,,,,,,,,,,,,,,,10.0541802484,,,4.7424221195,38.3852774432,,,67.5122176682,,,-19.232737983,,,36.0360909413,76.0985834016,18.2381824592,,-60.5393447804,,,,,68.2106300843,87.4567706437,-45.4181918853,,,323.4693877551,,85.9546872376,,,-133.7454093422,9.8709234683,,,,,,,,150.0,,11.9484810364,,24.9650771244,,13.0919584647,,3504.2882147025,,12.7685803956,,,-0.4721582239,-274.2394822006,,,-66.1275259549,47.3192064178,,,11.4335074295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2024-06-30,中报,2024中报,058001001,2024-08-31,2025-08-30 00:00:00,CNY,1571988000000.0,,,,506925000000.0,,,30482000000.0,16854000000.0,13628000000.0,20575000000.0,20575000000.0,,,,33717000000.0,497809000000,,,,,182409000000,,0.0,2843905000000,1769286000000.0,21808000000.0,,,,,,1431000000.0,,1431000000.0,,,,,,329510000000.0,,,78663000000,76629000000,,,275198000000,,0.0,2552525000000,,0.0,291380000000,1870496000000.0,173095000000.0,,1281000000.0,,,,0.0,2044872000000,3522355000000,6812000000,,,,0.0,3529167000000,,0.0,-1484295000000,2013500000000.0,,,,,,,,100000000000.0,0.0,2113500000000.0,,57375000000.0,,144825000000.0,,2311000000.0,0.0,1854540000000.0,,0.0,258960000000.0,-445000000.0,,0.0,-934400000000,2512725000000.0,,0.0,1578325000000.0,136494000000.0,,,,,,,,,1871000000.0,1645000000.0,226000000.0,,-436000000.0,,-5288000000.0,,-2794000000.0,-5405000000.0,35107000000.0,1302000000.0,,,,,,,,,-1466545000000.0,1663075000000.0,,-166999000000.0,0.0,291380000000.0,,,,,1578325000000.0,2512725000000.0,,,,0.0,-934400000000.0,100998000000.0,,,-56.5252935118,,,,,,,-61.2030343142,-74.5576957913,10.5809802012,224.9881535302,,,,,,0.7488226282,,,,,205.041974648,,,-35.4470881102,-12.2047437503,,,,,,,-89.2243975904,,,,,,,,17.8686278648,,,5.0717281543,2.1529314528,,,35.4827592997,,,-16.3666489518,,,-78.4720934408,72.4181922091,19.2705749407,,-52.7131782946,,,,,65.8568237525,118.8574332885,-41.1642770772,,,,,117.7144824174,,,-282.4585859575,15.3166382408,,,,,,,,,,21.0438117318,,24.7363958519,,175.1443878714,,2.0759717314,,12.4860115789,,,165.9354878462,-105.6890820762,,,-187.277754167,47.3192064178,,,-43.1487862352,1.9898229857,,,,,,,,,17.5251256281,17.5839885633,17.0984455959,,24.5674740484,,28.1131049483,,-468.6015831135,68.1177372736,28.0202749517,122.7344159246,,,,,,,,,43.6031428987,-56.8954010271,,-20.2175446679,,-78.4720934408,,,,,-43.1487862352,47.3192064178,,,,,-187.277754167,-1.3228857277,,
601288.SH,601288,农业银行,10008271,银行,2024-03-31,一季报,2024一季报,058001001,2024-04-30,2025-04-30 00:00:00,CNY,2127708000000.0,,,,89019000000.0,,,22756000000.0,2902000000.0,19854000000.0,9324000000.0,,9324000000.0,,,9681000000.0,254264000000,,,,,106273000000,,0.0,2619025000000,1245191000000.0,14294000000.0,,,,,,14862000000.0,14862000000.0,,,,,,,184488000000.0,,,45813000000,56533000000,,,274281000000,,0.0,1835462000000,,0.0,783563000000,739677000000.0,85267000000.0,,2760000000.0,10000000.0,,,0.0,827714000000,2009483000000,5780000000,,,,0.0,2015263000000,,0.0,-1187549000000,829401000000.0,,,,,,,,40000000000.0,0.0,869401000000.0,,27240000000.0,,30921000000.0,,1122000000.0,0.0,806061000000.0,,0.0,63340000000.0,-1696000000.0,,0.0,-342342000000,2512725000000.0,,0.0,2170383000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0144725523,,,,,,,-54.6864732472,-94.1841356367,6085.046728972,,,,,,,4.9225246044,,,,,138.6870002695,,,-16.9075499827,-1.9114486835,,,,,,,-91.2218632425,-84.079101008,,,,,,,19.2815486274,,,7.3859640898,19.9257530759,,,50.5565984916,,,-18.2816849236,,,-13.5003648479,44.3779278576,21.2591370631,,0.6564551422,-94.2528735632,,,,41.3557075863,150.3223885654,1.8322762509,,,,,149.2798422629,,,-432.8199030869,32.9236435202,,,,,,,,,,39.3342286784,,37.4854893252,,31.6123265515,,-1.6652059597,,25.9466376668,,,495.0355494574,50.1469723692,,,-151.5931946933,47.3192064178,,,-8.3907302714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2023-12-31,年报,2023年报,058001001,2024-03-29,2025-03-29 00:00:00,CNY,4893673000000.0,,,223165000000.0,,,,103733000000.0,47500000000.0,56233000000.0,14134000000.0,,14134000000.0,,,,978270000000,,,,,93093000000,,0.0,6306068000000,2824236000000.0,,634780000000.0,,,,,45145000000.0,45145000000.0,,,,,34594000000.0,,542093000000.0,,,144464000000,97694000000,,,157780000000,,0.0,4480786000000,,0.0,1825282000000,2251735000000.0,299994000000.0,,4568000000.0,163000000.0,,,0.0,2556460000000,3858350000000,28827000000,,,490000000.0,0.0,3887667000000,,0.0,-1331207000000,3341941000000.0,,,,,,,,42000000000.0,0.0,3383941000000.0,,89774000000.0,,185636000000.0,,4859000000.0,0.0,3076501000000.0,,0.0,307440000000.0,5577000000.0,,0.0,807092000000,1705633000000.0,,0.0,2512725000000.0,269820000000.0,,,,,,,,,3406000000.0,2978000000.0,428000000.0,,-1015000000.0,,-3070000000.0,,-2819000000.0,-6188000000.0,59548000000.0,-12019000000.0,,,,,,,,,-3631623000000.0,5302578000000.0,,-289043000000.0,0.0,1825282000000.0,,,,,2512725000000.0,1705633000000.0,,,,0.0,807092000000.0,135707000000.0,标准无保留意见,,23.2021455826,,,47.8168426352,,,,112.3761362706,15.0343892279,644.6106991525,-20.061082518,,,,,,7.3698143608,,,,,-2.3609246518,,,21.2648716608,8.6844051681,,42.8590718819,,,,,168.7842343415,,,,,,,,30.360015679,,,6.4340497012,-14.1355458485,,,2.9982962001,,,15.5365836049,,,38.0694294945,12.2397607796,12.5360122442,,-22.0078538501,-90.3264094955,,,,12.1106380254,16.6312290631,30.4861488322,,,-75.9450171821,,16.6664916119,,,-26.5417922224,64.1786110107,,,,,,,,-47.5,,59.9554631604,,31.8673893565,,19.1807909605,,-2.1743507147,,69.2864001409,,,3.0927143657,-55.8816549324,,,38.9451358391,51.6439033324,,,47.3192064178,4.2315329166,,,,,,,,,-1.731102135,22.5514403292,-58.6872586873,,-27.3525721455,,45.634850363,,-208.7623220153,-142.9524931292,31.9184758529,-53.9515819137,,,,,,,,,-16.9731033783,24.7270100512,,-11.2962349734,,38.0694294945,,,,,47.3192064178,51.6439033324,,,,,38.9451358391,-6.5803422687,,
