ts_code,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,end_date,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,ann_date,UPDATE_DATE,CURRENCY,revenue,OPERATE_INCOME_YOY,interest_ni,INTEREST_NI_YOY,interest_income,INTEREST_INCOME_YOY,interest_expense,INTEREST_EXPENSE_YOY,FEE_COMMISSION_NI,FEE_COMMISSION_NI_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_INCOME_OTHER,OPERATE_INCOME_OTHER_YOY,OPERATE_INCOME_BALANCE,OPERATE_INCOME_BALANCE_YOY,OPERATE_EXPENSE,OPERATE_EXPENSE_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,BUSINESS_MANAGE_EXPENSE,BUSINESS_MANAGE_EXPENSE_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_EXPENSE_OTHER,OPERATE_EXPENSE_OTHER_YOY,OPERATE_EXPENSE_BALANCE,OPERATE_EXPENSE_BALANCE_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,operate_profit,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,total_profit,TOTAL_PROFIT_YOY,income_tax,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,n_income,NETPROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,n_income_attr_p,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,TCI_BALANCE,TCI_BALANCE_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE,OSOPINION_TYPE
601288.SH,601288,农业银行,10008271,银行,2019-03-31,一季报,2019一季报,058001001,2019-04-27,2020-04-29 00:00:00,CNY,173031000000,11.0133769608,119113000000,1.3891608005,208463000000,10.9158432962,89350000000,26.7987398178,29218000000,24.9379970923,32350000000,26.1110244815,3132000000,38.2171226831,4057000000,29.2861695347,45000000.0,1400.0,3120000000.0,119.1011235955,1685000000.0,488.2488479263,15838000000,45.7037718491,,,,,,,0.0,,98772000000,15.277421162,1323000000,8.4426229508,40009000000,2.3745554106,,,42566000000.0,25.3341970438,14945000000.0,30.993075642,,,,,,,,,74259000000,5.8076742231,620000000,-54.9418604651,,,215000000,0.9389671362,,,,,0.0,,74664000000,4.6505760659,12543000000,1.9258898098,,,,,62121000000,5.218495935,,,,,61251000000,4.2818714247,870000000.0,186.1842105263,61144000000.0,4.4553778871,,,,,0.17,0.0,0.17,0.0,2807000000.0,-27.4489532179,3066000000.0,-12.8977272727,-259000000.0,-174.212034384,,,,,108000000.0,200.0,,,,,,,,,2958000000.0,-15.0975889782,,,,,,,,,-733000000.0,32.9981718464,2466000000.0,-46.1336828309,,,,,,,64928000000.0,3.2093977014,64317000000.0,3.3105242868,611000000.0,-6.4318529862,,,,,108000000.0,200.0,,,,,,,1225000000.0,,,,,
601288.SH,601288,农业银行,10008271,银行,2018-12-31,年报,2018年报,058001001,2019-03-30,2020-03-31 00:00:00,CNY,598588000000,11.4603912923,477760000000,8.1076188537,784724000000,9.9516743053,306964000000,12.950336499,78141000000,7.1848895107,91525000000,7.3518889945,13384000000,8.3373806055,17931000000,185.6164383562,-22000000.0,-257.1428571429,5120000000.0,128.1380523192,761000000.0,-93.0950004537,18875000000,-18.3077256005,,,,,,,0.0,,348372000000,15.4761786378,5330000000,7.6115485564,187200000000,5.7567369075,,,136647000000.0,,18944000000.0,-12.1091212768,,,,,,,,,250216000000,6.3129360379,3947000000,-32.7712485096,,,2489000000,42.1473443746,,,,,0.0,,251674000000,5.0927433835,49043000000,5.8215557234,,,,,202631000000,4.9178545355,,,,,202783000000,5.0896031343,-152000000.0,-188.8888888889,202291000000.0,4.9798905005,,,,,0.59,1.724137931,0.59,1.724137931,30967000000.0,221.3820947005,30296000000.0,221.5486459378,671000000.0,214.3100511073,,,,,149000000.0,,,,,,,,,,30147000000.0,220.9508525577,,,,,,,,,1505000000.0,190.8267954134,28642000000.0,,,,,,,,233598000000.0,39.360819945,233079000000.0,38.7069514452,519000000.0,224.7596153846,,,,,149000000.0,,,,,,,,,,30000000.0,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2018-09-30,三季报,2018三季报,058001001,2018-10-31,2019-10-26 00:00:00,CNY,457448000000,12.0125370357,355415000000,9.6080305927,578899000000,10.0342515225,223484000000,10.7189568388,62362000000,7.267316855,70183000000,5.5177183408,7821000000,-6.6260744986,12650000000,155.2461662631,29000000.0,262.5,9653000000.0,210.0558659218,184000000.0,-97.7879297908,17184000000,-20.037226617,,,,,0.0,,0.0,,248767000000,15.1102206263,3869000000,7.9821378733,125383000000,4.318055128,103200000000.0,44.0877930274,102520000000.0,,16957000000.0,-18.1335393231,0.0,,,,,,,,208681000000,8.5308771674,2718000000,-27.7703959607,,,1348000000,54.7646383467,,,,,0.0,,210051000000,7.6246349336,38247000000,9.1897910243,,,,,171804000000,7.2822869703,,,,,171611000000,7.2501718643,193000000.0,46.2121212121,171290000000.0,7.3010304758,,,,,0.51,4.0816326531,0.51,4.0816326531,19484000000.0,230.2493482185,19163000000.0,229.4097784981,321000000.0,312.582781457,,,,,221000000.0,,,,,,221000000.0,,,,18942000000.0,227.9173419773,,,,,,,,,1672000000.0,248.2269503546,17270000000.0,,,,,,,,191288000000.0,31.7564728653,190774000000.0,31.3852426275,514000000.0,2805.2631578947,,,,,221000000.0,,,,,,,,,,15000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2018-06-30,中报,2018中报,058001001,2018-08-29,2019-08-31 00:00:00,CNY,306302000000,10.5971049239,233833000000,10.6519403946,378294000000,9.7777132908,144461000000,8.3915454279,43637000000,2.7599199341,48496000000,2.6109771063,4859000000,1.2924744632,9491000000,327.908025248,6000000.0,200.0,4395000000.0,264.8537134284,-5000000.0,-100.1163331782,14951000000,-22.5938389852,,,,,0.0,,0.0,,165411000000,14.1537038826,2646000000,9.746992949,81699000000,4.1986047164,65405000000.0,46.3297313019,66417000000.0,,14623000000.0,-24.5731675865,0.0,,,,,,,,140891000000,6.6943832307,1654000000,-30.152027027,,,993000000,-17.8660049628,,,,,0.0,,141552000000,6.2622926207,25576000000,4.2216788916,,,,,115976000000,6.7231066532,,,,,115789000000,6.6265781404,187000000.0,142.8571428571,115507000000.0,6.0533999302,,,,,0.35,6.0606060606,0.35,6.0606060606,10098000000.0,170.1006594932,9805000000.0,169.1906005222,293000000.0,225.2136752137,,,,,121000000.0,,,,121000000.0,,,,,,9684000000.0,168.3367440548,9342000000.0,,,,,,,,342000000.0,146.4043419267,9342000000.0,,,,,,,,126074000000.0,33.7442316873,125594000000.0,33.0134926182,480000000.0,405.7324840764,,,,,121000000.0,,,,,,,,,,2000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2018-03-31,一季报,2018一季报,058001001,2018-04-28,2019-04-27 00:00:00,CNY,155865000000,5.038817155,117481000000,13.8315601806,187947000000,11.1513918541,70466000000,6.9530242088,23386000000,-8.1857799066,25652000000,-7.078171412,2266000000,6.1358313817,3138000000,290.7845579078,3000000.0,50.0,1424000000.0,6.3480209111,-434000000.0,-272.9083665339,10870000000,-37.2329368287,,,,,0.0,,0.0,,85682000000,6.3052109181,1220000000,16.3012392755,39081000000,1.7495899399,33972000000.0,43.7724829658,33962000000.0,,11409000000.0,-34.8541083766,0.0,,,,,,,,70183000000,3.5330737004,1376000000,26.3544536272,,,213000000,417.9104477612,,,,,0.0,,71346000000,3.4839870039,12306000000,-6.5248765667,,,,,59040000000,5.8462862368,,,,,58736000000,5.4316998743,304000000.0,340.5797101449,58536000000.0,5.7274451368,,,,,0.17,6.25,0.17,6.25,3869000000.0,142.4,3520000000.0,139.2900993414,349000000.0,310.2409638554,,,,,36000000.0,,,,36000000.0,,4578000000.0,,,,3484000000.0,138.88826878,,,,,,,,,-1094000000.0,-106.8052930057,4578000000.0,,,,,,,,62909000000.0,34.8415998628,62256000000.0,33.1650659879,653000000.0,773.1958762887,,,,,36000000.0,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2017-12-31,年报,2017年报,058001001,2018-03-27,2019-03-30 00:00:00,CNY,537041000000,6.131229052,441930000000,11.0086811486,713699000000,8.5985787976,271769000000,4.8952857352,72903000000,-19.8295485787,85257000000,-15.4355825787,12354000000,24.9898826386,6278000000,404.7572815534,14000000.0,255.5555555556,-18196000000.0,-354.9530615104,11021000000.0,11345.9183673469,23105000000,92.5737622937,,,,,0.0,,0.0,,301683000000,7.1998891341,4953000000,-56.7385797886,177010000000,1.1410580928,98166000000.0,13.5575966499,,,21554000000.0,153.1892399859,0.0,,,,,,,,235358000000,4.7921814822,5871000000,43.0904216427,,,1751000000,-15.5737704918,,,,,0.0,,239478000000,5.6719500141,46345000000,8.8830936942,,,,,193133000000,4.9293708573,,,,,192962000000,4.9042899625,171000000.0,43.6974789916,192695000000.0,4.4666478727,,,,,0.58,5.4545454545,0.58,5.4545454545,-25512000000.0,-46.7894131185,-24925000000.0,-46.0763054563,-587000000.0,-85.1735015773,,,,,,,,,,,,,,,-24925000000.0,-46.0763054563,,,-23268000000.0,-23.4311177126,,,,,-1657000000.0,-192.6733780761,,,,,,,,,167621000000.0,0.5645548356,168037000000.0,0.6945193495,-416000000.0,-110.101010101,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2017-09-30,三季报,2017三季报,058001001,2017-10-31,2018-10-31 00:00:00,CNY,408390000000,5.7583243991,324260000000,8.7679163829,526108000000,6.8971052273,201848000000,4.022840416,58137000000,-20.5138021083,66513000000,-15.3099812827,8376000000,55.2260934025,4956000000,18.1969949917,8000000.0,188.8888888889,-8771000000.0,-709.8799630656,8318000000.0,615.2192605331,21490000000,102.3731048121,,,,,0.0,,0.0,,216112000000,9.954362061,3583000000,-63.9682220434,120193000000,0.6708992227,71623000000.0,18.316676303,,,20713000000.0,210.2606351108,0.0,,,,,,,,192278000000,1.4087032652,3763000000,23.9051695752,,,871000000,20.6371191136,,,,,0.0,,195170000000,1.6923541856,35028000000,-7.2032214481,,,,,160142000000,3.8702772823,,,,,160010000000,3.7880262048,132000000.0,2540.0,159635000000.0,3.5978739836,,,,,0.49,4.2553191489,0.49,4.2553191489,-14959000000.0,-728.2654346913,-14808000000.0,-680.478243826,-151000000.0,11.1764705882,,,,,,,,,,,,,,,-14808000000.0,-680.478243826,,,-13680000000.0,-808.4412221647,,,,,-1128000000.0,-281.935483871,,,,,,,,,145183000000.0,-7.2644932165,145202000000.0,-7.3500041475,-19000000.0,88.4848484848,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2017-06-30,中报,2017中报,058001001,2017-08-31,2018-08-29 00:00:00,CNY,276953000000,6.3628857269,211323000000,6.2154133808,344600000000,4.5002426007,133277000000,1.8913939283,42465000000,-16.9112467715,47262000000,-13.1947250487,4797000000,43.7088076693,2218000000,48.0640854473,2000000.0,166.6666666667,-2666000000.0,-226.3157894737,4298000000.0,556.1832061069,19315000000,114.9933214604,,,,,0.0,,0.0,,144902000000,11.3380357445,2411000000,-73.4207915335,78407000000,0.2723994168,44697000000.0,21.6741527154,,,19387000000.0,215.4409371949,0.0,,,,,,,,132051000000,1.3912883238,2368000000,11.9092627599,,,1209000000,34.6325167038,,,,,0.0,,133210000000,1.3335159025,24540000000,-7.0665757782,,,,,108670000000,3.4449933842,,,,,108593000000,3.2763343097,77000000.0,179.381443299,108914000000.0,3.3859530884,,,,,0.33,3.125,0.33,3.125,-14405000000.0,-429.7903641045,-14171000000.0,-460.1185770751,-234000000.0,-23.8095238095,,,,,,,,,,,,,,,-14171000000.0,-460.1185770751,,,-13434000000.0,-370.87276551,,,,,-737000000.0,-328.173374613,,,,,,,,,94265000000.0,-7.8831646015,94422000000.0,-7.9869028825,-157000000.0,45.1048951049,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2017-03-31,一季报,2017一季报,058001001,2017-04-29,2018-04-28 00:00:00,CNY,148388000000,7.4917056633,103206000000,1.4768347361,169091000000,0.2632718044,65885000000,-1.5804490387,25471000000,-11.9199114738,27606000000,-8.9722029874,2135000000,51.5259048971,803000000,4.0155440415,2000000.0,200.0,1339000000.0,149.5192307692,251000000.0,-88.8394842152,17318000000,143.6752497538,,,,,0.0,,0.0,,80600000000,16.5379832856,1049000000,-85.8032210042,38409000000,-0.4251678635,23629000000.0,30.0583443417,,,17513000000.0,248.0325914149,0.0,,,,,,,,67788000000,-1.5910806573,1089000000,10.8961303462,,,-67000000,-108.4810126582,,,,,0.0,,68944000000,-0.1910938676,13165000000,-9.2569616763,,,,,55779000000,2.2192493769,,,,,55710000000,1.868782914,69000000.0,157.5,55365000000.0,0.5776881574,,,,,0.16,0.0,0.16,0.0,-9125000000.0,-687.9965457686,-8959000000.0,-816.0531697342,-166000000.0,7.7777777778,,,,,,,,,,,,,,,-8959000000.0,-816.0531697342,,,-8430000000.0,-4801.1627906977,,,,,-529000000.0,34.3672456576,,,,,,,,,46654000000.0,-12.6493166074,46751000000.0,-12.9566188792,-97000000.0,67.6666666667,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2016-12-31,年报,2016年报,058001001,2017-03-29,2018-03-27 00:00:00,CNY,506016000000,-5.6236105101,398104000000,-8.7210528729,657190000000,-9.4521440686,259086000000,-10.5529720044,90935000000,10.1588147646,100819000000,11.4095962163,9884000000,24.4052863436,-2060000000,-343.4988179669,-9000000.0,40.0,7137000000.0,35.0425733207,-98000000.0,-103.4482758621,11998000000,41.0533740889,,,,,0.0,,0.0,,281421000000,-7.2127320745,11449000000,-60.622527945,175013000000,-1.9221824336,86446000000.0,2.701610987,,,8513000000.0,-26.6563280779,0.0,,,,,,,,224595000000,-3.5538989398,4103000000,-12.3103227185,,,2074000000,-69.012401016,,,,,0.0,,226624000000,-1.8336026198,42564000000,-15.01307829,,,,,184060000000,1.8177392767,,,,,183941000000,1.8600967981,119000000.0,-38.0208333333,184456000000.0,0.1406103248,,,,,0.55,0.0,0.55,0.0,-17380000000.0,-186.5882821841,-17063000000.0,-185.3107344633,-317000000.0,-546.4788732394,,,,,,,,,,,,,,,-17063000000.0,-185.3107344633,,,-18851000000.0,-197.6179379628,,,,,1788000000.0,159.1304347826,,,,,,,,,166680000000.0,-17.0110432869,166878000000.0,-16.8035177458,-198000000.0,-175.2851711027,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2016-09-30,三季报,2016三季报,058001001,2016-10-29,2017-10-31 00:00:00,CNY,386154000000,-5.1861636826,298121000000,-9.3140475756,492163000000,-10.2203615535,194042000000,-11.5780359991,73141000000,9.8015372606,78537000000,11.0408890397,5396000000,31.0981535471,4193000000,3453.3898305085,-9000000.0,-80.0,-1083000000.0,-143.8284095508,1163000000.0,-59.6180555556,10619000000,64.5081332301,,,,,0.0,,0.0,,196547000000,-7.0528371662,9944000000,-55.1809618245,119392000000,-3.5559073945,60535000000.0,5.5260176066,,,6676000000.0,-17.7325939618,0.0,,,,,,,,189607000000,-3.1703393509,3037000000,5.8926080893,,,722000000,-56.6886622675,,,,,0.0,,191922000000,-2.5855768059,37747000000,-13.5155569812,,,,,154175000000,0.5248744865,,,,,154170000000,0.6265909536,5000000.0,-96.875,154091000000.0,0.1520892777,,,,,0.47,0.0,0.47,0.0,2381000000.0,-71.3718889022,2551000000.0,-69.5802528023,-170000000.0,-146.3768115942,,,,,,,,,,,,,,,2551000000.0,-69.5802528023,,,1931000000.0,-76.0570365778,,,,,620000000.0,93.1464174455,,,,,,,,,156556000000.0,-3.1734153024,156721000000.0,-3.0167825936,-165000000.0,-281.3186813187,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2016-06-30,中报,2016中报,058001001,2016-08-27,2017-08-31 00:00:00,CNY,260385000000,-5.0199345607,198957000000,-9.3561070285,329760000000,-9.3642635297,130803000000,-9.3766671055,51108000000,7.2728417606,54446000000,8.5446570973,3338000000,32.6181962654,1498000000,-43.2790609618,-3000000.0,,-817000000.0,-339.247311828,655000000.0,13200.0,8984000000,96.9743477308,,,,,,,0.0,,130146000000,-7.9218638348,9071000000,-39.7635965204,78194000000,-3.53922258,36735000000.0,-6.5766384375,,,6146000000.0,4.1694915254,,,,,,,,,130239000000,-1.9314177284,2116000000,-2.1276595745,,,898000000,212.8919860627,,,,,0.0,,131457000000,-2.3923551556,26406000000,-12.3161215341,,,,,105051000000,0.4657434681,,,,,105148000000,0.7985428749,-97000000.0,-138.9558232932,105347000000.0,1.1803914789,,,,,0.32,0.0,0.32,0.0,-2719000000.0,-167.6704828273,-2530000000.0,-161.6171456405,-189000000.0,-114.7727272727,,,,,,,,,,,,,,,-2530000000.0,-161.6171456405,,,-2853000000.0,-168.0095351609,,,,,323000000.0,462.9213483146,,,,,,,,,102332000000.0,-5.7560184929,102618000000.0,-5.3522841516,-286000000.0,-277.6397515528,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2016-03-31,一季报,2016一季报,058001001,2017-04-29,2017-04-29 00:00:00,CNY,138046000000,-1.001843047,101704000000,-7.0704117249,168647000000,-6.3800377484,66943000000,-5.3113242242,28918000000,7.1910445548,30327000000,8.3687689834,1409000000,39.9205561072,772000000,-55.8857142857,-2000000.0,,-2704000000.0,-192.0086393089,2249000000.0,1495.0354609929,7107000000,245.3352769679,,,,,,,0.0,,69162000000,-1.769685263,7389000000,-3.4748530372,38573000000,-4.1116662938,18168000000.0,-9.5579450418,,,5032000000.0,106.3986874487,,,,,,,,,68884000000,-0.2187296299,982000000,-18.1666666667,,,790000000,2157.1428571429,,,,,0.0,,69076000000,-1.6011396011,14508000000,-8.6455512877,,,,,54568000000,0.458403137,,,,,54688000000,1.056988691,-120000000.0,-159.1133004926,55047000000.0,2.1090706733,,,,,0.16,-5.8823529412,0.16,-5.8823529412,-1158000000.0,15.6591405681,-978000000.0,33.2423208191,-180000000.0,-295.652173913,,,,,,,,,,,,,,,-978000000.0,33.2423208191,,,-172000000.0,85.7142857143,,,,,-806000000.0,-208.8122605364,,,,,,,,,53410000000.0,0.8763645979,53710000000.0,2.011357809,-300000000.0,-201.6949152542,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2015-12-31,年报,2015年报,058001001,2016-04-01,2017-03-29 00:00:00,CNY,536168000000,2.9393807909,436140000000,1.4536242908,725793000000,3.790135409,289653000000,7.5186155799,82549000000,3.0278446888,90494000000,2.9709955281,7945000000,2.3840206186,846000000,-55.1669316375,-15000000.0,,5285000000.0,183.9871037077,2842000000.0,-2.5042881647,8506000000,103.4441521167,,,,,0.0,,0.0,,303297000000,4.6161965272,29075000000,0.6752077562,178443000000,-0.8605938042,84172000000.0,23.8351649968,,,11607000000.0,-11.2003672252,0.0,,,,,,,,232871000000,0.8344014133,4679000000,43.17625459,,,6693000000,242.3529411765,,,,,0.0,,230857000000,-0.6027805405,50083000000,-5.0505242004,,,,,180774000000,0.7041390452,,,,,180582000000,0.6246482523,192000000.0,291.8367346939,184197000000.0,2.4865352088,,,,,0.55,0.0,0.55,0.0,20072000000.0,-23.1458437033,20001000000.0,-23.1971430766,71000000.0,-5.3333333333,,,,,,,,,,,,,,,20001000000.0,-23.1971430766,,,19311000000.0,-25.4113557358,,,,,690000000.0,353.9473684211,,,,,,,,,200846000000.0,-2.3250837682,200583000000.0,-2.3941256332,263000000.0,112.0967741935,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2015-09-30,三季报,2015三季报,058001001,2016-10-29,2016-10-29 00:00:00,CNY,407276000000,3.3784641314,328740000000,3.4446951317,548190000000,5.9572568128,219450000000,9.9581111957,66612000000,1.0497572816,70728000000,0.6761277098,4116000000,-5.0080775444,118000000,145.3846153846,-5000000.0,,2471000000.0,-33.6644295302,2880000000.0,44.7236180905,6455000000,34.5352230096,,,,,0.0,,0.0,,211461000000,6.9453997411,22187000000,2.1594990331,123794000000,2.0291431774,57365000000.0,27.418315897,,,8115000000.0,-15.9676918298,0.0,,,,,,,,195815000000,-0.2155545817,2868000000,60.7623318386,,,1667000000,121.9707057257,,,,,0.0,,197016000000,-0.1292638046,43646000000,-2.5018987625,,,,,153370000000,0.5671945182,,,,,153210000000,0.5057760809,160000000.0,142.4242424242,153857000000.0,0.9971248146,,,,,0.47,0.0,0.47,0.0,8317000000.0,-56.5464994775,8386000000.0,-56.0159446134,-69000000.0,-193.2432432432,,,,,,,,,,,,,,,8386000000.0,-56.0159446134,,,8065000000.0,-57.4541042414,,,,,321000000.0,191.8181818182,,,,,,,,,161687000000.0,-5.8015089283,161596000000.0,-5.7776741203,91000000.0,-35.0,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2015-06-30,中报,2015中报,058001001,2016-08-27,2016-08-27 00:00:00,CNY,274147000000,2.8173345585,219493000000,4.8009434773,363830000000,7.6955409789,144337000000,12.4172469118,47643000000,-0.4284400602,50160000000,-0.5570864971,2517000000,-2.9309679907,2641000000,255.9952746604,,,-186000000.0,-103.6838978015,-5000000.0,-100.6784260516,4561000000,-13.2229832572,,,,,,,0.0,,141343000000,7.0439708578,15059000000,4.1640727675,81063000000,2.3148089715,39321000000.0,35.8754621791,,,5900000000.0,-37.3473505363,,,,,,,,,132804000000,-1.3291924543,2162000000,69.7017268446,,,287000000,1.4134275618,,,,,0.0,,134679000000,-0.6674828888,30115000000,-4.4483929308,,,,,104564000000,0.4775769456,,,,,104315000000,0.2720316826,249000000.0,611.4285714286,104118000000.0,0.2657884093,,,,,0.32,0.0,0.32,0.0,4018000000.0,-75.8272169414,4106000000.0,-75.2127980682,-88000000.0,-254.3859649123,,,,,,,,,,,,,,,4106000000.0,-75.2127980682,,,4195000000.0,-74.4783111273,,,,,-89000000.0,-169.53125,,,,,,,,,108582000000.0,-10.0315687428,108421000000.0,-10.0964368931,161000000.0,75.0,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2015-03-31,一季报,2015一季报,058001001,2016-04-29,2016-04-29 00:00:00,CNY,139443000000,2.4562821455,109442000000,6.1080840007,180140000000,8.9407097414,70698000000,13.636802006,26978000000,0.3384535277,27985000000,-0.0285785732,1007000000,-8.9511754069,1750000000,182.1596244131,,,-926000000.0,-122.2649675403,141000000.0,42.4242424242,2058000000,-47.8062389044,,,,,0.0,,0.0,,70408000000,6.3324020237,7655000000,5.5425341238,40227000000,2.4030751216,20088000000.0,50.5847076462,,,2438000000.0,-61.5396750276,,,,,0.0,,,,69035000000,-1.216283895,1200000000,109.0592334495,,,35000000,-76.3513513514,,,0.0,,0.0,,70200000000,-0.1578700346,15881000000,-5.4083030556,,,,,54319000000,1.489107283,,,,,54116000000,1.2839228898,203000000.0,120.652173913,53910000000.0,1.0136970901,,,,,0.17,6.25,0.17,6.25,-1373000000.0,-119.365303244,-1465000000.0,-120.6512545813,92000000.0,2400.0,0.0,,0.0,,0.0,,0.0,,,,,,,,-1465000000.0,-120.6512545813,,,-1204000000.0,-117.2196796339,,,,,-261000000.0,-355.8823529412,0.0,,0.0,,0.0,,0.0,,52946000000.0,-12.6476605293,52651000000.0,-13.0080629172,295000000.0,235.2272727273,,,,,,,,,,,,,,,,,,
